green_red_vector_pow_2,green_red_vector_pow_4,green_red_vector_pow_6,green_red_vector_pow_8
0.0,0.0,0.0,0.0
324.22828125,105123.97836232909,34084166.82258015,11051050826.723434
316.22109375,99995.78013244629,31620774.963866685,9999156044.29654
305.3925,93264.57905624999,28482302.959435828,8698281706.539505
300.1671874999999,90100.3404516601,27045165.786167283,8118071349.505056
297.1378125,88290.87961728516,26234558.83318095,7795279423.59394
298.86562499999997,89320.66180664061,26694875.416255273,7978180625.576267
300.81078125000005,90487.12611623536,27219503.100092042,8187919992.775485
300.8089062499999,90485.99807932123,27218994.113180213,8187715848.410926
302.12421874999995,91279.04355529782,27577609.722391568,8331863792.369955
306.69843749999995,94063.93156494138,28849260.83607445,8848023221.453976
0.0,0.0,0.0,0.0
308.88281249999994,95408.59185791013,29470074.189735875,9102799400.309275
308.2245312500001,95002.36166428227,29282058.39161638,9025448721.79109
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
312.19171875000006,97463.66925607913,30427350.420736883,9499166824.858385
304.75859374999993,92877.8004644775,28305307.86014726,8626285819.119299
300.81109375000005,90487.31412307134,27219587.931860916,8187954017.207385
301.24109375,90746.1965636963,27336483.50650037,8234872190.777007
302.98671875,91800.9517388916,27814469.145493876,8427414740.166306
0.0,0.0,0.0,0.0
303.41515624999994,92060.75704221189,27932628.982456002,8475182987.185165
306.26875,93800.54722656251,28728176.348395266,8798542660.002583
309.7628125,95953.00000791017,29722671.150262777,9206978210.51801
316.4303125,100128.14266884765,31683579.474748045,10025644954.31311
320.859375,102950.73852539064,33032709.619045265,10598854562.923351
320.63484375,102806.70302658693,32963411.161382355,10569218187.196838
320.41156250000006,102663.56938369143,32894594.67805574,10539808478.600025
319.51843750000006,102092.03190244142,32620286.51466824,10422782977.969118
318.40765625,101383.43555861818,32281262.098792523,10278601005.668484
316.18234375,99971.27449924315,31609151.878845304,9994255725.003023
315.0640624999999,99265.36347900386,31274948.683234088,9853612386.618755
315.28546875000006,99404.92680490726,31340928.94374463,9881339473.08897
315.28546875000006,99404.92680490726,31340928.94374463,9881339473.08897
317.95859375,101097.66733947751,32144872.138665568,10220738341.483658
0.0,0.0,0.0,0.0
333.24250000000006,111050.56380625005,37006767.50920429,12332227721.686014
338.5625,114624.56640625,38807579.763916016,13138791223.820816
336.03984375000005,112922.77658752444,37946552.20028787,12751553472.235956
331.26906249999996,109739.19176962887,36353199.17703267,12042690210.251383
328.97593749999993,108225.16745400385,35603475.9242754,11712686870.447176
332.85171875000003,110790.26667482912,36876730.68348772,12274483189.879751
336.72531250000003,113383.93607822267,38179241.308419555,12855916960.590485
331.94390625000005,110186.75689650883,36575822.50124627,12141121395.370337
335.64296875,112656.20247131349,37812262.245572746,12691419955.257578
351.36890624999995,123460.10827932126,43380043.21161167,15242398336.34173
355.09296874999995,126091.01645568844,44774033.3659555,15898944430.828691
352.74140625,124426.49968322754,43890378.473026864,15481953823.420223
359.14906250000007,128988.04909462896,46325936.906039976,16637916809.23841
368.88671875000006,136077.41127014163,50197149.73943683,18517061857.98327
376.865625,142027.69930664063,53525357.66650919,20171867370.33753
375.39687499999997,140922.81375976562,52901983.901623,19859239437.96958
372.9753125000001,139110.5837344727,51884813.44042238,19351754506.94574
373.70671875,139656.7116388916,52190651.45798512,19503997105.788525
377.58359375,142569.37026916503,53831855.18490573,20326025338.946274
376.85156250000006,142017.10015869144,53519366.09652187,20168856737.48379
374.18203124999997,140012.19251037596,52390046.59329852,19603414051.56258
377.58515625,142570.55022033694,53832523.4815944,20326361790.12962
376.8528125,142018.0422891602,53519898.66241396,20169124335.64569
372.0153125,138395.39273447267,51485205.27667508,19153284730.12893
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
371.28765625,137854.52368361817,51183683.00195071,19003869700.037247
372.01312500000006,138393.76517226564,51484297.06225072,19152834238.55621
376.12359375,141468.95777541504,53209812.802556105,20013466014.06216
374.68140625,140386.15618947757,52600082.4191056,19708272849.65639
373.94968750000004,139838.3687813477,52292514.30629474,19554769383.4282
0.0,0.0,0.0,0.0
373.70328125,139654.14241701658,52189211.261393905,19503279494.232353
373.9465625,139836.03160556642,52291203.33254292,19554115735.19297
371.76796875,138211.42258850098,51382579.83377488,19102397333.9372
374.1876562499999,140016.4020898681,52392409.334565334,19604592854.19162
371.04468749999995,137674.1601219726,51083265.719282284,18954174365.290554
362.9484375,131731.5682836914,47811766.87799035,17353206082.48085
354.16421875000003,125432.29384279787,44423630.35485494,15733260338.665987
350.41046874999995,122787.4966095947,43026024.24360711,15076769323.65123
344.6021875,118750.66762978515,40921739.8323094,14101721062.519703
338.10781249999997,114316.89287353515,38651434.58126781,13068351996.259312
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
336.95359375,113537.72434104004,38256944.242910296,12890814848.541996
336.95421875000005,113538.14553342288,38257157.126538314,12890910491.168715
341.57359374999993,116672.51994729,39852251.9302644,13612476910.850782
0.0,0.0,0.0,0.0
342.94515625,117611.38019533691,40334253.157867976,13832436751.45209
345.7370312500001,119534.09477756353,41327363.06155095,14288399814.291542
352.98656250000005,124599.51330556643,43981953.89090491,15525038715.984026
356.50453124999996,127095.48080178219,45310114.80723273,16153261240.236185
356.50296875,127094.36672756345,45309519.04977759,16152978053.880386
356.73843750000003,127262.31278994142,45399358.61731997,16195696256.644888
363.16953125000003,131892.10842834474,47899195.19349614,17395528265.674248
372.9853125000001,139118.0433407227,51888986.86982802,19353829982.951206
401.6518750000001,161324.22869101568,64796178.93667526,26025506762.751125
404.77109375000003,163839.6383355713,66317549.60869362,26843427089.930805
405.01812499999994,164039.68157851556,66439044.258527406,26909017132.380783
404.7654687500001,163835.08469240728,66314784.85321819,26841934976.168266
409.82734374999995,167958.45168518065,68833966.11450028,28210041492.48316
410.57437500000003,168571.31740664065,69211063.28715812,28416289052.21039
409.30453124999997,167530.19930178218,68570869.69543503,28066367678.09486
404.29046874999995,163450.7831220947,66081593.72598625,26716158503.226036
391.8414062500001,153539.6876519776,60163207.124736674,23574435684.26684
379.05140624999996,143679.96858010252,54462094.14024367,20643933371.179245
373.25390625,139318.4785308838,52001166.324459136,19409638460.160328
0.0,0.0,0.0,0.0
370.56875,137321.1984765625,50886944.86796168,18857111551.039474
371.5265625,138031.98664306643,51282549.51254439,19052829336.63167
361.75546875,130867.01917053222,47341859.86395112,17126176706.580446
0.0,0.0,0.0,0.0
363.14421875000005,131873.72361154787,47889180.33456899,17390678979.174923
0.0,0.0,0.0,0.0
363.38156250000003,132046.1599649414,47983139.930185355,17436188361.486897
361.495625,130679.08689414065,47239918.19122668,17077023751.486362
356.97703125000004,127432.60084006349,45490511.53235212,16239067756.86295
370.60718750000007,137349.68742666018,50902781.361198656,18864936636.201256
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
368.40109375,135719.36587619627,49999162.831847124,18419746273.836826
365.2940625,133439.7520977539,48744749.14278142,17806167439.910015
366.2515625,134140.2070336914,49129060.42016296,17993595143.041588
365.52890625,133611.3813043213,48838822.070720255,17852001214.048737
396.5559375,157256.6115665039,62361043.02782831,24729641881.378296
0.0,0.0,0.0,0.0
391.30015625000004,153115.81228127444,59914241.270008355,23444451970.55447
390.558125,152535.64900351563,59574037.07047119,23267124216.92372
392.78421875,154279.44249904781,60598530.29117405,23802146377.817005
392.28890624999997,153890.58596682127,60369569.65109591,23682312449.211605
388.34515625,150811.9603828369,58567094.31924161,22744247394.51437
0.0,0.0,0.0,0.0
382.4482812500001,146266.68783107918,55939443.365126535,21393943969.074364
382.94390625000005,146646.0353340088,56157205.60688086,21505059679.18336
379.2825,143855.21480625003,54561765.509751536,20694322826.95234
380.49890625,144779.4176574463,55088410.066170245,20961079777.22927
380.2612499999999,144598.61825156244,54985251.324611925,20908760400.26108
376.12421875,141469.42793029785,53210078.05729271,20013599038.925735
385.39484374999995,148529.1855890869,57242382.27242089,22060918971.757416
0.0,0.0,0.0,0.0
383.91890625,147393.7265761963,56587238.295244835,21724910634.018513
386.1321875,149098.06622353516,57571562.46291349,22230233351.597675
387.601875,150235.21350351564,58231450.44498799,22570619376.44693
392.80015625,154291.96275002442,60605907.07632878,23806009769.254925
397.00843750000007,157615.69944619143,62574762.56260209,24842708711.91215
397.28984375,157839.2199468994,62707919.03032555,24913219353.445686
388.3464062500001,150812.9312472901,58567659.86591346,22744540231.399853
387.11156250000005,149855.36182119144,58010743.263604276,22456629466.560204
389.0784375000001,151382.0305274415,58899483.90319426,22916519166.611233
392.78828125,154282.63388732914,60600410.59132702,23803131119.21164
392.5453125000001,154091.8223657227,60488022.56424712,23744289719.989437
390.06531250000006,152150.94801572268,59348807.08492413,23149910982.08315
391.3073437499999,153121.4372726806,59917542.89035488,23446174552.451458
386.86484375000015,149664.407329712,57899897.556545414,22399434821.353954
398.84984375,159081.19785939943,63449510.90978429,25306827512.381386
407.540625,166089.3610253906,67688161.99813832,27585675845.82254
414.651875,171936.17744101566,71293658.35624985,29562049113.028423
411.86515625000004,169632.90693283698,69865883.71903461,28775323114.484528
406.77953125000005,165469.58704396975,67309641.05387709,27380184236.50188
402.28265624999995,161831.3355195556,65101939.5172918,26189381156.042984
394.531875,155655.40039101566,61411016.97014315,24228603670.887394
392.54093750000004,154088.38761337893,60486000.131619155,23743231197.29091
391.30296874999993,153118.0133525634,59915533.19396019,23445126013.03579
393.5303125,154866.10685634764,60944507.42683687,23983511052.841682
398.0084375,158410.7163211914,63048801.686253145,25093955045.39298
398.5078125,158808.47662353516,63286418.62570238,25220132247.487915
0.0,0.0,0.0,0.0
391.05531250000007,152924.2574344727,59801843.27986817,23385828511.884876
390.8051562499999,152728.67015158685,59687151.8024456,23326046686.272217
393.78140625,155063.7959082275,61061239.61120482,24044780801.468433
394.27421874999993,155452.1595709228,61290778.767825924,24165373915.26365
390.31640624999994,152346.89698791498,59463493.33566192,23209577021.846382
387.59937499999995,150233.27550039056,58230323.68815419,22570037067.576256
391.06531249999995,152932.0786407226,59806431.12490876,23388220677.37217
392.2898437499999,153891.32150939933,60370002.46940326,23682538835.909313
390.0671875,152152.41076416016,59349662.938120686,23150356101.345722
389.0771875,151381.05783291016,58898916.22240353,22916224670.610886
0.0,0.0,0.0,0.0
394.7832812500001,155853.83915451667,61528490.01682982,24290419179.20195
0.0,0.0,0.0,0.0
400.25984375,160207.9425187744,64124806.040073626,25666584846.098923
399.25390625,159403.68165588382,63642542.57174308,25409533725.450348
393.7895312499999,155070.19492209467,61065019.36921778,24046765353.176437
393.28109374999997,154670.01870119627,60828794.12513942,23922814685.028404
0.0,0.0,0.0,0.0
390.8123437500001,152734.28802736822,59690445.074963346,23327762739.227074
387.84515625,150423.86522658693,58341167.512534544,22627339229.706387
386.6378125,149488.79805478518,57798021.87315639,22346900743.86434
385.1446875,148336.43030947263,57130988.09640736,22003696556.95703
383.92015625000005,147394.68637502447,56587791.02351914,21725193571.59182
380.98328124999995,145148.26059201657,55299060.588076524,21068017552.887947
382.94109375000005,146643.8812824463,56155968.29004514,21504427917.580208
384.65656249999995,147960.67107431637,56914043.12063971,21892360184.762043
0.0,0.0,0.0,0.0
396.83921875,157481.36553811035,62494782.06782688,24800380491.74793
401.51218750000004,161212.03671103518,64728597.51117805,25989320780.520157
0.0,0.0,0.0,0.0
398.75359375000005,159004.42852854007,63403587.29792038,25282408291.687607
0.0,0.0,0.0,0.0
396.75984375,157418.37361252442,62457289.31788431,24780544350.812325
397.505625,158010.72190664065,62810150.76820039,24967388237.457726
402.76359375,162218.512450415,65335711.047308266,26314845781.62545
401.25390625,161004.6972808838,64603763.708553374,25922512546.50903
0.0,0.0,0.0,0.0
402.00343749999996,161606.76376181637,64966474.555500604,26116746093.567528
401.50218750000005,161204.00656728516,64723761.27052937,25986731733.34532
400.5021875,160402.00219228514,64241352.75738999,25728802307.29385
400.50187500000004,160401.75187851564,64241202.380630285,25728722005.696896
403.51031249999994,162820.57229384762,65699780.007719286,26510538762.096058
402.00343749999996,161606.76376181637,64966474.555500604,26116746093.567528
401.50218750000005,161204.00656728516,64723761.27052937,25986731733.34532
400.5028125000001,160402.50282041024,64241653.511613496,25728962911.051712
399.25703125,159406.17700256352,63644036.992955536,25410329266.572605
400.76234375,160610.45616799316,64366622.84464159,25795718630.490856
402.02125,161621.08545156248,64975110.79959396,26121375262.541264
0.0,0.0,0.0,0.0
404.01093750000007,163224.83761962896,65944619.669991575,26642347615.95424
401.75703125,161408.7121588135,64847085.01481068,26052772360.766705
0.0,0.0,0.0,0.0
400.25140625000006,160201.18820510258,64120750.86201323,25664420702.3267
399.7579687499999,159806.4335791259,63883895.280773155,25538096213.27958
398.0034375,158406.73626181643,63046425.55535885,25092694093.12067
407.8332812500001,166327.98529514167,67834088.00661938,27664998692.34086
416.93328125000005,173833.36101389164,72476913.59823768,30218037401.38598
417.43640625000006,174253.1532629151,72739610.07580175,30364161422.068974
0.0,0.0,0.0,0.0
414.133125,171506.24522226563,71026417.29091318,29414392150.23991
412.60031250000003,170239.01787509766,70240671.97495839,28981323207.077824
414.3801562500001,171710.91389377447,71153595.32913259,29484637950.235233
426.7382812500001,182105.5606842042,77711413.97244489,33162435232.108376
434.7284375000001,188988.8143711915,82158811.97656564,35716771957.42867
443.38921875,196593.99930373536,87167659.76222126,38649200562.2371
444.68968750000005,197748.91816884768,87936904.62396796,39104634636.94962
0.0,0.0,0.0,0.0
445.74312499999996,198686.9334847656,88563334.62816656,39476497537.57967
444.15843750000005,197276.71760244147,87622118.64542915,38918103307.99344
461.83062499999994,213287.5261878906,98502711.52405737,45491568827.35011
471.16796874999994,221999.25477600095,104598937.93682209,49283669121.09978
475.8009375,226386.53212587888,107714924.22286703,51250861927.98158
477.9753125,228460.39935947265,109198430.77771874,52194154075.48973
474.6984375,225338.60656494138,106967884.44480492,50777487608.62945
481.84562500000004,232175.2063316407,111872607.40437338,53905326435.13992
491.1884374999999,241266.08113369133,118507109.41380605,58209321905.608925
484.31328124999993,234559.35439514156,113600210.57499261,55018090734.26562
482.9140625,233205.99176025388,112618452.88028572,54385034592.883606
485.1028125000001,235324.73869541025,114156692.59197111,55377732642.06312
487.58921874999993,237743.24624123532,115921043.69785279,56521851133.32065
488.13765624999996,238278.3714492431,116312645.77430043,56776582300.50347
479.6503124999999,230064.42228134756,110350472.0423803,52929638399.650215
475.2503124999999,225862.85953134758,107341394.57441652,51014031315.677246
497.60671875,247612.4465451416,123213617.0469877,61311923684.07062
0.0,0.0,0.0,0.0
492.01296875,242076.7614181885,119104906.0507484,58601158418.71856
484.85671875,235086.03771701665,113983044.87141144,55265445129.48657
485.39046875,235603.90715334477,114359890.93249351,55509201065.921906
